,Title,Brand,Available,OriginalPrice,SalePrice,Discount,Sku,Link,Category
191,LONG KNIT BEANIE,lama-retail,True,"Rs.1,950.00",Rs.780.00,Save 60%,ZHGWHG0012-UNI-BEG,https://lamaretail.com/collections/last-chance/products/long-knit-beanie-zhgwhg0012-beige,CLEARANCE
192,TENCIL BLEND POLO,lama-retail,True,"Rs.6,450.00","Rs.2,580.00",Save 60%,MAS24TP005-SML-WHT,https://lamaretail.com/collections/last-chance/products/tencil-blend-polo-mas24tp005-white,CLEARANCE
193,CONTRAST LEATHER BOAT SHOES,lama-retail,True,"Rs.7,950.00","Rs.5,565.00",Save 30%,MFS24BS006-041-DBT,https://lamaretail.com/collections/last-chance/products/contrast-leather-boat-shoes-mfs24bs006-dark-brown-tan,CLEARANCE
194,CONTRAST LEATHER BOAT SHOES,lama-retail,True,"Rs.7,950.00","Rs.5,565.00",Save 30%,MFS24BS006-042-NVT,https://lamaretail.com/collections/last-chance/products/contrast-leather-boat-shoes-mfs24bs006-navy-tan,CLEARANCE
195,CHUNKY PLATFORM SANDALS,lama-retail,True,"Rs.8,950.00","Rs.6,265.00",Save 30%,MFS24SD002-041-BLK,https://lamaretail.com/collections/last-chance/products/chunky-platform-sandals-mfs24sd002-black,CLEARANCE
196,OVERSIZED CROPPED HOODIE,lama-retail,True,"Rs.4,450.00","Rs.1,780.00",Save 60%,SAPWWT0013-LRG-BLK,https://lamaretail.com/collections/last-chance/products/oversized-cropped-hoodie-sapwwt0013-black,CLEARANCE
197,CASUAL SHORTS,lama-retail,True,"Rs.2,450.00",Rs.735.00,Save 70%,WAS24BT029-XSM-BLK,https://lamaretail.com/collections/last-chance/products/casual-shorts-was24bt029-black,CLEARANCE
198,CLASSIC LEATHER BOAT SHOES,lama-retail,True,"Rs.8,450.00","Rs.3,380.00",Save 60%,MFS24BS003-042-TAN,https://lamaretail.com/collections/last-chance/products/classic-leather-boat-shoes-mfs24bs003-tan,CLEARANCE
199,LIGHTWEIGHT QUILTED GILET,lama-retail,True,"Rs.6,950.00","Rs.2,780.00",Save 60%,SMDMWJ0008-LRG-GRN,https://lamaretail.com/collections/last-chance/products/lightweight-quilted-gilet-smdmwj0008-green,CLEARANCE
200,LIGHTWEIGHT REVERSIBLE GILET,lama-retail,True,"Rs.8,450.00","Rs.3,380.00",Save 60%,SMDMWJ0009-MED-NVY,https://lamaretail.com/collections/last-chance/products/lightweight-reversible-gilet-smdmwj0009-navy,CLEARANCE
201,FRINGED BLOCK HEEL,lama-retail,True,"Rs.7,950.00","Rs.5,565.00",Save 30%,SWTWWS0019-036-BLK,https://lamaretail.com/collections/last-chance/products/fringed-block-heel-swtwws0019-black,CLEARANCE
